Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
Hadfield,2/91 East St,3,h,480000,PI,Stockdale,2016-06-27,12.1,3046,3,1,2,398,139,1970,Moreland City Council,-37.708349999999996,144.94315,Northern Metropolitan,2606
Broadmeadows,48 Walsh St,3,h,386000,S,hockingstuart,2017-07-08,14.0,3047,3,1,1,341,71,1965,Hume City Council,-37.6886,144.92281,Northern Metropolitan,4294
Burwood,2/14 Fulton Cr,2,u,763562,PI,Buxton,2016-07-16,11.7,3125,3,1,2,667,92,1970,Monash City Council,-37.85172,145.10803687499998,Southern Metropolitan,5678
Coburg,75 Queen St,2,h,775000,S,Barry,2017-05-13,7.8,3058,2,1,1,314,92,1970,Darebin City Council,-37.7485,144.9502,Northern Metropolitan,11204
Reservoir,9 Odonnell St,3,h,876000,S,HAR,2017-11-18,12.0,3073,3,1,2,479,139,1970,Darebin City Council,-37.712091395348835,145.0096858139535,Northern Metropolitan,21650
Kensington,703/70 Speakmen St,2,u,370000,VB,Brad,2016-06-27,4.2,3031,3,1,2,88,92,1970,Melbourne City Council,-37.793755000000004,144.93149666666667,Northern Metropolitan,5263
Mordialloc,41a Bradshaw St,4,t,1320000,S,O'Brien,2017-06-17,21.5,3195,3,1,2,610,216,1970,Kingston City Council,-38.00258,145.084595,South-Eastern Metropolitan,3650
Essendon,214/36 Collins St,2,u,500000,S,Edward,2017-08-26,7.5,3040,3,1,2,412,92,1970,Moonee Valley City Council,-37.74956823529412,144.9126382352941,Western Metropolitan,9264
Prahran,911/15 Clifton St,2,u,763562,SN,Harcourts,2017-04-08,4.5,3181,2,2,2,0,62,2013,Stonnington City Council,-37.8519,144.9948,Southern Metropolitan,7717
West Footscray,6 Fontein St,5,h,691000,PI,Biggin,2016-06-18,8.2,3012,3,1,1,466,335,1970,Maribyrnong City Council,-37.8008,144.8665,Western Metropolitan,5058
Windsor,33 Earl St,2,h,1325000,S,Marshall,2016-11-07,5.1,3181,2,1,0,153,92,1970,Port Phillip City Council,-37.8535,144.9952,Southern Metropolitan,4380
Doncaster East,2/11 Howell Cl,3,h,868000,S,hockingstuart,2018-01-06,14.3,3109,3,1,2,640,139,1970,Manningham City Council,-37.784164,145.155118,Eastern Metropolitan,10999
Brighton,4/273 St Kilda St,2,u,763562,PI,Buxton,2017-03-18,11.2,3186,2,1,1,0,92,1970,Bayside City Council,-37.9079,144.9874,Southern Metropolitan,10579
Ringwood East,25 Patterson St,4,h,1359154,SP,Carter,2017-10-07,21.3,3135,4,2,1,864,216,1970,Maroondah City Council,-37.81316,145.24407,Eastern Metropolitan,4407
Sunshine West,9 Carter St,2,h,740000,PI,S&L,2018-02-24,10.5,3020,2,1,0,698,92,1970,Brimbank City Council,-37.78884,144.81455,Western Metropolitan,6763
Malvern,57 Edsall St,3,h,1510000,PI,Marshall,2017-09-09,5.9,3144,3,1,0,228,156,1900,Stonnington City Council,-37.86115,145.03217,Southern Metropolitan,4675
Bentleigh,1/26 Harding St,3,t,1100000,SP,Buxton,2016-12-10,13.0,3204,3,2,2,333,139,1970,Glen Eira City Council,-37.9292,145.0341,Southern Metropolitan,6795
Wheelers Hill,3 Cotoneaster Ct,3,h,950000,S,Ray,2017-09-03,16.7,3150,3,2,3,654,139,1970,Monash City Council,-37.91101,145.17293,South-Eastern Metropolitan,7392
Hampton,16 Holyrood St,4,h,1359154,PI,Marshall,2017-05-27,13.8,3188,4,3,2,980,216,1970,Bayside City Council,-37.93318,144.99647,Southern Metropolitan,5454
Essendon,31 Elder Pde,3,h,1500000,PI,Red,2016-05-28,8.0,3040,3,2,3,440,190,1930,Moonee Valley City Council,-37.7524,144.9074,Western Metropolitan,9264
Jacana,69 Lorraine Cr,2,h,461000,S,RE,2016-02-04,14.5,3047,3,1,2,562,92,1970,Hume City Council,-37.689816666666665,144.91111333333333,Northern Metropolitan,851
Mulgrave,7 Bevis St,4,h,960000,S,Win,2017-11-25,18.8,3170,4,1,1,726,216,1970,Monash City Council,-37.9296,145.1618,South-Eastern Metropolitan,7113
Mount Waverley,1 Woodstock Rd,3,h,1056532,SP,Buxton,2017-11-11,14.2,3149,3,1,2,898,145,1950,Monash City Council,-37.8769,145.1224,Eastern Metropolitan,13366
Hawthorn,2/21 Elphin Gr,2,u,657500,S,Jellis,2016-11-19,4.6,3122,2,1,1,728,73,1965,Boroondara City Council,-37.8177,145.0424,Southern Metropolitan,11308
McKinnon,7 Malacca St,5,h,1860000,PI,Buxton,2017-10-28,11.4,3204,5,2,2,697,335,1970,Glen Eira City Council,-37.90898,145.04251,Southern Metropolitan,2397
Avondale Heights,191 Military Rd,3,h,727500,S,Barry,2018-01-06,9.5,3034,3,1,1,641,137,1970,Moonee Valley City Council,-37.7576,144.85979,Western Metropolitan,4502
West Footscray,11 Church St,3,h,1100500,S,Jas,2017-08-19,6.4,3012,3,2,2,427,119,1936,Maribyrnong City Council,-37.79105,144.87914,Western Metropolitan,5058
Forest Hill,4 Kira Ct,3,u,1056532,SN,Woodards,2017-06-03,15.4,3131,3,2,2,251,108,2008,Whitehorse City Council,-37.8428,145.16458,Eastern Metropolitan,4385
Reservoir,5 Miranda Rd,3,h,1056532,PI,Ray,2016-07-30,11.2,3073,3,1,1,785,20,1960,Darebin City Council,-37.708,145.0267,Northern Metropolitan,21650
Brunswick West,2/494 Victoria St,3,t,815000,S,Ray,2016-06-27,5.9,3055,3,1,2,157,123,1999,Moreland City Council,-37.7652,144.9454,Northern Metropolitan,7082
Glen Iris,5 Penrhyn Av,2,h,1541000,S,Marshall,2016-07-30,9.2,3146,3,1,2,574,92,1970,Boroondara City Council,-37.85696166666667,145.06454374999998,Southern Metropolitan,10412
Mill Park,10 McLaughlin Cr,4,h,715000,S,Darren,2017-09-16,17.9,3082,4,2,2,591,174,1980,Whittlesea City Council,-37.66077,145.06478,Northern Metropolitan,10529
Essendon,2/6 Edward St,2,u,763562,VB,Brad,2016-06-27,8.0,3040,2,1,1,825,83,1967,Moonee Valley City Council,-37.7534,144.9131,Western Metropolitan,9264
Kingsbury,35 Green Av,3,h,1056532,SN,Ray,2018-03-03,12.1,3083,3,1,1,573,85,1965,Darebin City Council,-37.7141,145.0321,Northern Metropolitan,1414
Aberfeldie,18 Valencia St,5,h,1472000,S,Rendina,2017-07-22,7.5,3040,5,3,2,486,335,1970,Moonee Valley City Council,-37.76111,144.89845,Western Metropolitan,1543
Camberwell,2 Thomas St,3,h,1690000,PI,hockingstuart,2016-06-04,7.8,3124,3,2,1,777,154,1950,Boroondara City Council,-37.8431,145.0962,Southern Metropolitan,8920
St Kilda,207/78 Inkerman St,1,u,413392,PI,Buxton,2016-06-27,6.1,3182,3,1,2,149,52,1970,Port Phillip City Council,-37.8643,144.9844,Southern Metropolitan,13240
Coburg,11 Rolls St,2,h,960000,S,Woodards,2017-06-03,6.7,3058,2,1,3,398,92,1970,Darebin City Council,-37.74966,144.9682,Northern Metropolitan,11204
Reservoir,5 Broadhurst Av,4,h,970000,S,Harcourts,2017-06-24,12.0,3073,3,1,2,479,216,1970,Darebin City Council,-37.712091395348835,145.0096858139535,Northern Metropolitan,21650
Eltham,11 Kerby St,4,h,1359154,S,Barry,2017-08-19,18.0,3095,4,2,2,928,216,1970,Banyule City Council,-37.72775,145.13709,Eastern Metropolitan,6990
Newport,4/65 Mason St,2,u,475000,PI,Sweeney,2017-09-23,6.2,3015,3,1,2,276,92,1970,Hobsons Bay City Council,-37.84452,144.87694125,Western Metropolitan,5498
Greenvale,29 Piccadilly Ct,4,h,810000,SP,Jason,2017-06-24,20.4,3059,4,2,3,990,216,1970,Hume City Council,-37.6579,144.90523,Northern Metropolitan,4864
Kew,26 Pakington St,4,h,1359154,SP,Kay,2016-08-28,5.6,3101,4,2,2,768,216,1970,Boroondara City Council,-37.8033,145.0348,Southern Metropolitan,10331
Reservoir,3/206 Spring St,2,u,415000,SP,Love,2017-09-16,12.0,3073,2,1,1,479,74,1987,Darebin City Council,-37.72131,145.00385,Northern Metropolitan,21650
Upwey,15 Leonard St,5,h,1075000,S,Stockdale,2018-02-10,29.3,3158,5,2,3,1993,195,2009,Yarra Ranges Shire Council,-37.9075,145.3198,Eastern Victoria,2591
Bentleigh East,1/755 Warrigal Rd,3,t,770000,S,Jellis,2017-11-11,13.8,3165,3,1,2,501,139,1970,Glen Eira City Council,-37.922614333333335,145.06720166666668,Southern Metropolitan,10969
Meadow Heights,14 Humevale Ct,3,h,485500,S,YPA,2017-10-07,17.4,3048,3,1,2,565,106,1975,Hume City Council,-37.65591,144.92053,Northern Metropolitan,4704
Wantirna South,1/20 Kensington Pl,3,t,630000,S,Ray,2017-07-22,14.7,3152,3,1,2,169,141,2001,Knox City Council,-37.87345,145.22973,Eastern Metropolitan,7082
Strathmore,10 Cranwell Av,3,h,1640000,SP,McDonald,2017-11-11,8.2,3041,3,3,3,604,157,1998,Moonee Valley City Council,-37.7391,144.9094,Western Metropolitan,3284
Parkville,603/228 The Avenue,2,u,900000,VB,Nelson,2017-06-17,1.8,3052,2,2,1,2431,92,1970,Melbourne City Council,-37.78212,144.95755,Northern Metropolitan,2309
Carlton North,956 Lygon St,3,h,1056532,S,Woodards,2016-09-24,3.2,3054,3,1,1,408,215,1910,Melbourne City Council,-37.7833,144.9702,Northern Metropolitan,3106
Highett,7/29 Graham Rd,2,u,420000,PI,Buxton,2017-12-09,16.0,3190,3,1,2,360,92,1970,Bayside City Council,-37.95167,145.03833600000002,Southern Metropolitan,4794
Mill Park,4 Berry Ct,4,h,1359154,PI,The,2018-01-06,17.9,3082,4,2,2,576,184,1980,Whittlesea City Council,-37.66823,145.05153,Northern Metropolitan,10529
Camberwell,2/564 Riversdale Rd,2,u,693000,S,Bekdon,2016-07-16,7.8,3124,2,1,1,84,92,1970,Boroondara City Council,-37.832,145.0599,Southern Metropolitan,8920
Kew,31/380 High St,2,u,802000,S,Marshall,2017-08-12,5.4,3101,2,1,1,0,92,1970,Boroondara City Council,-37.80456,145.03745,Southern Metropolitan,10331
Ferntree Gully,27 Bursaria Av,4,h,792000,SP,Barry,2017-11-11,24.8,3156,4,2,1,743,216,1970,Knox City Council,-37.8738,145.2631,Eastern Metropolitan,10788
Northcote,2 Simpson St,2,h,960000,S,Woodards,2017-11-25,5.3,3070,2,1,4,478,92,1970,Darebin City Council,-37.7818,145.0064,Northern Metropolitan,11364
Port Melbourne,1001/107 Beach St,3,u,2460000,S,Marshall,2016-11-27,3.8,3207,3,2,2,5042,102,1995,Melbourne City Council,-37.8405,144.9319,Southern Metropolitan,8648
Viewbank,9 Peregrine Ct,4,h,1359154,SP,Bekdon,2017-09-16,8.9,3084,4,2,2,649,256,2005,Banyule City Council,-37.73574,145.09369,Eastern Metropolitan,2698
Craigieburn,82 Grevillea St,3,h,450500,SP,Leased,2017-10-28,20.6,3064,3,2,2,464,150,2010,Hume City Council,-37.58126,144.90507,Northern Metropolitan,15510
Doreen,20 Warrawong Cct,3,h,695500,S,Love,2017-10-28,25.9,3754,3,2,2,840,139,2010,Nillumbik Shire Council,-37.58239,145.13578,Northern Victoria,7254
Northcote,11 Farnan St,3,h,1056532,S,Nelson,2017-09-23,5.3,3070,3,1,4,649,139,1970,Darebin City Council,-37.7795,145.00473,Northern Metropolitan,11364
Keilor East,86 Milleara Rd,3,h,790000,SP,Nelson,2017-09-23,11.7,3033,3,1,1,610,139,1959,Brimbank City Council,-37.7356,144.86479,Western Metropolitan,5629
Ferny Creek,36 Seabreeze Av,3,h,690000,S,FN,2018-02-03,29.5,3786,3,1,2,621,139,1970,Yarra Ranges Shire Council,-37.8773,145.3286,Eastern Victoria,604
Hawthorn East,15 Westley St,3,h,1450000,VB,Marshall,2018-02-24,6.2,3123,3,1,2,268,95,1930,Boroondara City Council,-37.81875,145.05695,Southern Metropolitan,6482
Murrumbeena,15 Thaxted Rd,3,h,1430000,PI,Woodards,2016-12-10,12.1,3163,3,1,2,618,163,1960,Glen Eira City Council,-37.8991,145.0686,Southern Metropolitan,4442
Malvern,1/3 Irving St,2,u,763562,S,Marshall,2017-03-04,7.4,3144,2,1,2,0,86,1970,Stonnington City Council,-37.8597,145.0318,Southern Metropolitan,4675
Prahran,11A Percy St,2,h,1310000,S,hockingstuart,2017-08-12,4.6,3181,2,2,1,78,92,1970,Stonnington City Council,-37.85083,144.99092,Southern Metropolitan,7717
Kensington,130 Bellair St,3,h,1394000,S,Nelson,2018-02-24,3.4,3031,3,1,2,232,124,1900,Melbourne City Council,-37.79243,144.92968,Northern Metropolitan,5263
Box Hill,1/18 Standard Av,4,t,1359154,SN,Woodards,2016-06-27,13.1,3128,3,1,2,487,216,1970,Whitehorse City Council,-37.821537142857146,145.1299542857143,Eastern Metropolitan,4605
Ivanhoe,16 Ayton St,3,h,950000,VB,Miles,2016-11-19,7.9,3079,3,3,2,290,139,1970,Banyule City Council,-37.7601,145.0363,Eastern Metropolitan,5549
Port Melbourne,14 Nelson St,3,h,1056532,S,Marshall,2016-11-27,3.8,3207,3,2,1,0,151,2016,Melbourne City Council,-37.8363,144.9336,Southern Metropolitan,8648
Fawkner,4 Lord St,3,h,585000,S,hockingstuart,2016-08-06,12.4,3060,0,1,1,605,103,1960,Hume City Council,-37.6985,144.9615,Northern Metropolitan,5070
Spotswood,13 Abbott St,3,h,835000,S,Williams,2016-09-17,7.7,3015,2,1,3,459,139,1970,Hobsons Bay City Council,-37.8255,144.8709,Western Metropolitan,1223
Coburg,114 Reynard St,3,h,1064000,SP,Nelson,2016-10-08,7.8,3058,3,2,1,417,178,1940,Darebin City Council,-37.7478,144.9583,Northern Metropolitan,11204
Forest Hill,45 Barter Cr,3,h,1056532,SN,Woodards,2017-11-25,15.4,3131,3,1,1,615,139,1970,Whitehorse City Council,-37.8399,145.1668,Eastern Metropolitan,4385
Canterbury,13 Byron St,5,h,2930000,S,Jellis,2016-12-10,9.0,3126,5,3,4,645,222,2005,Boroondara City Council,-37.8317,145.0738,Southern Metropolitan,3265
Dandenong,17 Sheales St,5,h,1055000,S,Raine,2017-10-07,24.7,3175,5,2,4,492,212,1960,Greater Dandenong City Council,-37.97325,145.21459,South-Eastern Metropolitan,10894
Fairfield,2/63 Grange Rd,2,u,685000,VB,Miles,2017-10-21,5.7,3078,3,1,2,372,92,1970,Darebin City Council,-37.777115,145.0169325,Northern Metropolitan,2970
Footscray,32 Hewitt Av,3,t,740000,VB,Jas,2016-05-28,6.4,3011,3,1,2,113,139,1970,Maribyrnong City Council,-37.79552666666667,144.89067333333335,Western Metropolitan,7570
Brighton East,15 Eloura Av,4,h,1550000,S,Buxton,2016-06-27,10.7,3187,3,1,2,478,216,1970,Bayside City Council,-37.918843333333335,145.01594,Southern Metropolitan,6938
Burwood,77 Parer St,4,h,1682000,S,Buxton,2017-10-28,10.4,3125,4,1,2,699,216,1970,Monash City Council,-37.84443,145.10435,Southern Metropolitan,5678
South Kingsville,1/11 New St,3,u,508000,S,Sweeney,2017-02-25,9.1,3015,3,1,2,144,92,1980,Hobsons Bay City Council,-37.8268,144.8675,Western Metropolitan,984
Oakleigh South,1/650 Warrigal Rd,3,u,615000,SP,RT,2016-11-12,14.7,3167,3,1,2,624,139,1970,Kingston City Council,-37.926965,145.09614166666665,South-Eastern Metropolitan,3692
Keilor East,92 Sterling Dr,4,h,698000,S,Nelson,2017-05-27,11.7,3033,4,2,2,535,216,1970,Brimbank City Council,-37.74083,144.85545,Western Metropolitan,5629
Point Cook,5 Martaban Cr,5,h,789650,S,MICM,2017-11-18,14.7,3030,3,1,2,507,335,1970,Wyndham City Council,-37.89930571428571,144.73652142857142,Western Metropolitan,15542
Lower Plenty,3 Coral Ct,3,h,985000,S,Morrison,2017-11-18,14.6,3093,3,1,2,621,139,1970,Banyule City Council,-37.7287,145.1191,Eastern Metropolitan,1624
Werribee,5 Kasem Dr,3,h,478000,S,YPA,2017-11-18,14.7,3030,3,1,2,690,139,1970,Wyndham City Council,-37.89427875,144.656683125,Western Metropolitan,16166
Northcote,76 Derby St,4,h,2280000,SP,Jellis,2017-12-09,5.3,3070,4,3,2,432,216,1970,Darebin City Council,-37.77033,145.00584,Northern Metropolitan,11364
Ringwood East,6 Victoria St,4,h,1200000,S,Real,2017-06-03,21.3,3135,4,1,1,833,151,1960,Maroondah City Council,-37.81186,145.25419,Eastern Metropolitan,4407
Hawthorn,120 Riversdale Rd,5,h,1869914,SP,Marshall,2017-12-09,5.3,3122,5,2,2,9900,335,1970,Boroondara City Council,-37.82923,145.0369,Southern Metropolitan,11308
Southbank,114 Gladstone St,2,h,815000,SP,Cayzer,2016-07-16,1.2,3006,2,1,0,0,92,1970,Melbourne City Council,-37.8297,144.9499,Southern Metropolitan,8400
Kensington,106/80 Speakmen St,1,u,312000,SP,Edward,2016-08-06,4.2,3031,3,1,2,88,52,1970,Melbourne City Council,-37.793755000000004,144.93149666666667,Northern Metropolitan,5263
Pascoe Vale,1/11 Stennis St,3,h,1056532,S,Brad,2017-07-22,8.5,3044,3,1,1,340,139,1970,Moreland City Council,-37.73141,144.94818,Northern Metropolitan,7485
Glenroy,40 Augustine Tce,3,h,1056532,SN,Melbourne,2016-07-26,13.0,3046,3,1,1,707,116,2017,Moreland City Council,-37.6987,144.9104,Northern Metropolitan,8870
Wallan,134 Dudley St,3,h,1056532,SN,Barry,2017-09-16,44.2,3756,3,2,3,756,119,2000,Mitchell Shire Council,-37.40758,144.97434,Northern Victoria,3988
Bentleigh,2A Phillip St,2,t,870000,S,McGrath,2017-08-19,11.4,3204,2,2,1,513,94,2004,Glen Eira City Council,-37.92534,145.0344,Southern Metropolitan,6795
West Footscray,25 Beaumont Pde,3,h,735000,S,Jas,2017-11-11,6.4,3012,3,1,1,425,139,1970,Maribyrnong City Council,-37.8078,144.8675,Western Metropolitan,5058
Moonee Ponds,10 Albert St,2,h,750000,VB,Nelson,2018-02-24,6.2,3039,2,1,2,149,84,1970,Moonee Valley City Council,-37.76298,144.92129,Western Metropolitan,6232
Meadow Heights,7 Dalton Ct,4,h,570000,S,Raine,2017-07-15,17.4,3048,4,2,2,665,665,1970,Hume City Council,-37.64993,144.92955,Northern Metropolitan,4704
Carnegie,135 Leila Rd,3,h,1570000,S,hockingstuart,2017-06-03,10.1,3163,3,2,2,602,180,1970,Glen Eira City Council,-37.90248,145.05943,Southern Metropolitan,7822
St Albans,111 Conrad St,4,h,715000,SP,Sweeney,2017-10-14,14.0,3021,4,1,2,592,216,1970,Brimbank City Council,-37.73329,144.79764,Western Metropolitan,14042
Dallas,6 Riches St,4,h,620000,VB,Stockdale,2018-03-17,14.0,3047,4,2,3,780,117,1970,Hume City Council,-37.67024,144.94737,Northern Metropolitan,2246
Sunshine North,6 Rosewall St,3,h,665000,S,Stockdale,2016-05-22,13.3,3020,3,1,2,707,101,1940,Brimbank City Council,-37.7676,144.8339,Western Metropolitan,4217
Reservoir,34 Newton St,4,h,850000,VB,hockingstuart,2017-10-21,12.0,3073,4,1,1,736,216,1970,Darebin City Council,-37.73113,145.02405,Northern Metropolitan,21650
Reservoir,4/43 St Vigeons Rd,1,u,365000,SP,Ray,2017-06-24,12.0,3073,1,1,1,113,52,1970,Darebin City Council,-37.70717,145.02643,Northern Metropolitan,21650
Rosanna,29 Millicent St,3,h,1402000,S,Miles,2017-10-28,8.9,3084,3,2,2,542,139,1970,Banyule City Council,-37.7411,145.07007,Eastern Metropolitan,3540
Richmond,14 Lesney St,2,h,763562,PI,Biggin,2016-12-10,2.6,3121,2,1,0,240,103,1890,Yarra City Council,-37.8269,144.9987,Northern Metropolitan,14949
Balwyn North,58 Fortuna Av,4,h,2000000,PI,hockingstuart,2017-08-19,9.7,3104,4,3,4,958,255,2015,Boroondara City Council,-37.78662,145.07683,Southern Metropolitan,7809
Noble Park,3/3 Baldwin Av,2,u,466500,S,Leyton,2017-07-01,22.7,3174,3,1,2,818,92,1970,Greater Dandenong City Council,-37.97712,145.17516,South-Eastern Metropolitan,11806
Reservoir,2/61 Marchant Av,2,t,600000,S,Nelson,2018-01-06,12.0,3073,3,1,2,479,92,1970,Darebin City Council,-37.712091395348835,145.0096858139535,Northern Metropolitan,21650
Melton,51 Church St,3,h,491000,S,hockingstuart,2018-02-24,31.7,3337,3,1,2,918,139,1970,Melton City Council,-37.6812,144.57941,Western Victoria,3600
Braybrook,1 Moama St,3,h,765000,S,GL,2017-02-25,10.8,3019,3,1,1,658,105,1960,Maribyrnong City Council,-37.7905,144.8485,Western Metropolitan,3589
Heidelberg,12 Berkeley Av,3,h,1056532,SN,Miles,2016-11-12,10.6,3084,3,1,2,1058,139,1970,Banyule City Council,-37.74849999999999,145.07214,Eastern Metropolitan,2890
Coburg North,33 Rodney Av,3,h,864000,S,Jellis,2017-08-19,6.7,3058,3,1,3,460,139,1925,Darebin City Council,-37.7202,144.95396,Northern Metropolitan,3445
Surrey Hills,1/29 Kennealy St,3,h,1366000,S,Nelson,2017-08-19,10.2,3127,3,1,2,508,108,1985,Boroondara City Council,-37.82794,145.08854,Southern Metropolitan,5457
Essendon,15 Wright St,3,h,1045000,S,Nelson,2016-05-28,8.0,3040,3,1,1,429,139,1970,Moonee Valley City Council,-37.7453,144.9183,Western Metropolitan,9264
Richmond,18 Yorkshire St,3,h,1530000,S,Marshall,2017-06-24,2.4,3121,3,1,2,187,139,1900,Yarra City Council,-37.83199,144.99909,Northern Metropolitan,14949
Clifton Hill,31 Fenwick St,2,h,1450000,VB,Nelson,2017-03-18,3.4,3068,2,1,0,156,107,1890,Yarra City Council,-37.7892,144.9999,Northern Metropolitan,2954
Knoxfield,22 Blossom Gr,3,h,1056532,PI,Barry,2017-10-07,23.3,3180,3,2,2,274,114,1994,Knox City Council,-37.8751,145.25111,Eastern Metropolitan,2949
Canterbury,23 Maling Rd,5,h,4125000,S,Marshall,2017-11-18,8.4,3126,5,4,3,803,350,1975,Boroondara City Council,-37.8275,145.0748,Southern Metropolitan,3265
Brighton,101 Male St,3,h,1935000,S,RT,2017-06-03,10.5,3186,3,2,1,385,161,1940,Bayside City Council,-37.91068,145.00394,Southern Metropolitan,10579
Wollert,21 Dalwood Wy,4,h,609000,S,HAR,2017-12-09,25.5,3750,4,2,2,350,0,2015,Whittlesea City Council,-37.61031,145.0401,Northern Metropolitan,2940
Moonee Ponds,151a Park St,3,h,1056532,S,Rendina,2016-05-07,6.9,3039,3,1,2,233,139,1970,Moonee Valley City Council,-37.767619999999994,144.91833666666668,Western Metropolitan,6232
Glen Iris,1a Pascoe St,3,u,1330000,S,Fletchers,2017-05-27,7.3,3146,3,2,2,296,139,1970,Boroondara City Council,-37.85948,145.08571,Southern Metropolitan,10412
Mulgrave,3/4 Dendy Ct,2,u,580000,SP,Hall,2017-09-23,18.8,3170,2,1,1,726,105,1970,Monash City Council,-37.93362,145.16521,South-Eastern Metropolitan,7113
Spotswood,301/88 Hudsons Rd,2,u,601000,S,Avion,2017-08-19,6.2,3015,3,1,2,424,92,1970,Hobsons Bay City Council,-37.82722,144.876775,Western Metropolitan,1223
Malvern East,1890 Malvern Rd,2,h,763562,SN,Buxton,2016-09-17,11.2,3145,2,1,2,413,106,1960,Stonnington City Council,-37.8722,145.0627,Southern Metropolitan,8801
Caroline Springs,6 Alma La,3,h,600000,S,Barry,2017-06-03,14.8,3023,3,1,3,406,196,2005,Melton City Council,-37.72484,144.74296,Western Metropolitan,7719
Burwood East,43 Ballantyne St,3,h,1020000,S,Ray,2018-02-10,14.7,3151,3,1,1,547,139,1960,Whitehorse City Council,-37.8506,145.16325,Eastern Metropolitan,4048
Springvale,23 Merton St,3,h,753000,S,Le,2018-03-17,20.8,3171,3,1,2,515,139,1970,Greater Dandenong City Council,-37.94839,145.15883,South-Eastern Metropolitan,7412
Pakenham,52 James St,3,h,1056532,SN,Ray,2018-02-17,47.3,3810,3,1,2,613,122,1950,Cardinia Shire Council,-38.07636,145.48246,Eastern Victoria,17384
Highett,2/9 Frederico St,3,u,954000,S,Chisholm,2018-02-24,16.0,3190,3,1,2,360,139,1970,Bayside City Council,-37.95167,145.03833600000002,Southern Metropolitan,4794
Newport,70 Market St,4,h,710000,S,Greg,2016-06-04,8.4,3015,4,1,2,329,108,1955,Hobsons Bay City Council,-37.847,144.8788,Western Metropolitan,5498
Caulfield North,206/100 Hawthorn Rd,2,u,763562,S,Kay,2017-11-18,7.8,3161,3,1,2,907,92,1970,Glen Eira City Council,-37.866852,145.023362,Southern Metropolitan,6923
